Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia
30/agosto/2018,26/julio/2019,ROBO EQUIPARABLE,JOSÉ LUIS PECINA ALCALÁ(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2X7lC4z4RsBZNQ1MGx8JlbLgqhkBeowXRt6fgfg1uEZ8YvT5m08IUfm9qPr6pl1v2HkFSTGNq4hrS83n59NYrkoVcRY6q9Ow0dB3w+lu5AtofzlbtNQGXmRfzPFpzqf5hCWSH3qMnVt/8/N/eTfXuLgVRoex9jUDXvdOX8RANriTfgslDKUDJ9SilzJfjFokE=
30/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypS2DFBAn+XG1bePPURUU34rsTYX3KGq1qvg+RozAQOdBbWngMSb2ZBq3R6CIZXGIN0M43J5nDEUb4HtRw/VRGY116taZiroEhZNmceBOfxVqXwU2LAIo2oQ+mdlMAY80Ou3+FIUHe/QRfOW+gejSUd8FxcBlogsMXznusRfTebI13FFTIZRsfgU0y/9kavmfzg=
30/agosto/2018,26/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"JOSÉ HUMBERTO DE LEÓN VILLARREAL(Preside), JORGE ANTONIO HERNÁNDEZ TORRES(Vocero), LAURA JANETH VERDÍN BRENIST(Elabora)",CONDENATORIO,CONDENATORIA POR HOMICIDIO EN RIÑA Y CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRwLVHWwXb+3rlKQO4G+qq3giMKpNHKf7oS6v7mWPVP5gwH8C0L5bZUmybsyjhmrTNYLojKL/pANspwU1YHX2HqMN8a72vBWTm27k3WHC5Hfi9JgzXz0KF8AvkqrK5eIp8CycL6duChGI4MkouGfmWi0JEVSngnlhMVxihWC6sLNR0kio/YrFeDLCbuGxWU2Y0=
30/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTlI46fe9nxY3wYwEWmec4bcg0Sdz0OSB/B3O4zpuryTmUt/lluPTWhaL49sSv9jUYplCSSWnQoA51b7VvDPgDx+g1wKQcP+Sj4tNGXIT141MkGlKICJjPqE3w1cd5U26yMBRzPtV0uch5TV/yQfBx880LQqKn88eJRy2S07wsStQK030ujXO3hnIFwmLYbcQ0=
30/agosto/2018,05/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE COCAÍNA Y CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE MARIHUANA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRJVOqv/fZpqS4DfK4ExGC/sS6cdpb8gfzC+AV/qzCUY6+GsngUWoN/oU5tULvzaeBZ0hcV7IgHMQ8kVPSd49ZktzAV3WYJ7UWf+HOBwcGrXToVFHeHrhWwf+9zRX6YWNAwgwFcWo67524v4haozGPJ+75RDqnJUvzgxxFCP8O23IH1Le2QjAecCe4ah7lGTR8=
30/agosto/2018,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,"CONTRA LA SALUD, EN SU MODALIDAD DE NARCOMENUDEO, EN SU VARIANTE DE POSESIÓN DE MARIHUANA CON FINES DE COMERCIO, EN SU HIPÓTESIS DE VENTA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx00HIzXYb4l9Vc+6LOYdtkwtu1WJQW0/i/GSc5o/GAcrblon13y0yiUa+HkV1vMbNLbuFWtXpUNnz5UgRtfhD+JQGIfp1be7WBqVcmLiL0+rmvqgfApYx+WD2r2TDSzgKh17OEpkDD82a9rUgrTQ4CCrHD8ENVSndiovu7o7b+UyYR09HOHYNvmzhGURGsMPqE=
30/agosto/2018,05/julio/2019, ,JULIANA CRUZ GUILLÉN(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2xjURJGP6ivvaCM1ISiiTWBe4WiO8iXTaHagMArGAgFa7+JSFiYvWTPIkiCzUG2qK9AIkR3+Ub/EaHk3tyrzAtas0sOISh20ZxeOiielJJR32OJkOU8DMGiQ8KlV3Qu/E4sVuv7z84DgQRq3f3etvh8WfYdCq969J9j6p4xgHyr9IhHGtBX7JCLcUjqtY/wDU=
30/agosto/2018,05/julio/2019, ,ARTURO OCTAVIO REYES ARROYO(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2NpZK9GVVNyO8hXY52GW3efLQ0GWGLiBLuOGYTL959bsSJhEs821x30vdiDxuipZ++wBzMRYmAB31FaW9hpy0QpSkNbNY7/5LkH5XmN3TIPgt3YCqV2QKFcdDDBp4ebVzobRnG+Mq9lXD6ZACIyBUUcxYLXd1DD00rPSu7Xhwvg4JNCLiDZ3XxTfhSETxoTPw=
30/agosto/2018,06/julio/2019, ,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,"ROBO EJECUTADO CON VIOLENCIA MORAL, SE ABSOLVIÓ DE REPARACIÓN DE DAÑO",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx22R784vIRxZvu7mk2C4NFkSt7MCTEtd64B5NjE7ybmwSckdTVo44wdXLqwU0NZ6kmwmk8RvSoT0NtyPh3e3CwQixsmaaKp6kURbr5cIrIZAmGIXEpHKW2MFJsmW+7IyuSt//peGkQ3ecFajEpVbDq0aVYEqiPBwcbGCzet2+v3K96i8JsmT25K3Ga7hbq2kik=
29/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,ALFREDO IRAM CÁZARES AYALA(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx02jqSAYXNyRZkX1iq15uQEI0cArGbosDe5Q6yLs3hhg4AFMfmxWezBKnIeV5P4DYmlU2xHck24zM60lXef24DN0c3S94wIAEx+JhsSJKlMpI0/nt6MGXfK3E9n2Vj0Zch34imhNIibnqQkOorhBmSsbH9DXA7CWRjRUKzqwZxuv6NF0+l+/BPDNJEceN4P1ZI=
29/agosto/2018,25/julio/2019,ROBO CON VIOLENCIA,SARA PATRICIA BAZALDÚA PIÑA(Elabora),CONDENATORIO,"CONDENATORIA POR UNA CARPETA 6178-2016, ROBO C-V, 364, 367-I Y 371, 3 AÑOS Y 6 MESES DE PRISIÓN CON 40 CUOTAS DE MULTA, ABSUELTO REP DAÑO",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQYPsuiovr+g3UBb1vwk1QHSPt9p1sjYoQAU7uE7a1+1LDbkXeiXh91empxBehvgGmZuNen4oEKNshNy7wmWPwA0X4VoAH/9fIgglJRJu6Pvs04oEjPLL32O0Lnnnh5kdIqRt5xCayIz1yMnLiDyYg+ezdx1HZrQOmWX/DRtmzPjDmMJrK3rIthMlAI+o7ox/Y=
29/agosto/2018,26/julio/2019,DELITOS CONTRA LA SALUD NARCOMENUDEO,ÓSCAR ENRIQUE MEDINA PÉREZ(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypR+YUPM+rXi6OUPw9llFXBCzakOS1zqPnp5Xg6RDuQXzoF0II18R9GXXEOT8An1lVHcKOViyT0XD4DsIorcKFC5R6iR2cIRGDfU5aLuioiprfwXAjzcbGIOp46TCB72rUqItZ+lImel/zO4Ib9pqdJAhlWslXk23Loo2I8VVDQ4q+p0NaLVjRRhY2HWPimlTQI=
29/agosto/2018,25/julio/2019,ROBO CON VIOLENCIA,MARÍA DEL ROSARIO GARZA ALEJANDRO(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRi+X1LhIP4ySMPU4MmNAwWI8xS9Pv1MuRI9r4naCfTb2y4qKOQaJjk6hG1xjjIJEHeNbo+7JF/KB4Rz9f8rBPpb7t7IX+iwMmwxMOY+tb2VgwWXel4URDp4ioMy3phqXkBV3UKt9BGU7HgIvnq5rLL5HDH5RLzOwgNbB7oJMQuV+WoEUrvufb6UCzk0Ck0HR4=
29/agosto/2018,05/julio/2019, ,ADALBERTO TREJO MORALES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQL1iWa7mQ5TcJ+NUeL9gcJlg80iKfXN9gECtiSkeLDjOol2sEqFEK2OI41wtspNbVZ8K54FFULh19bYv+lEC+7SVB3BplyB48B9aD9pmNKB8qDH9rAktcFrq1UtO9aBusKEeJh3n31gLBuYgJCuOD6kKSxU5mADaRttPLAJKsiwZNCrbNXVcsjlaPpi3y2ptU=
29/agosto/2018,05/julio/2019, ,ADALBERTO TREJO MORALES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0wM+wtnykeeG31THL9CYP7XoqiQPsiaQNHAvkCuOJzcsxClmHTOl1B76R77SzcymEdJHDQfw662n4rrSDNPntxGUtI9JcUKlEHdMkN2G88Y1Bpi2FJtRuXln2o08zCJEI3vsxn1TA4TY6UCneaZOL+NorK61nTGMuQNEsVIymi3P7zZCaFDC1sk3HnSgV5oLA=
29/agosto/2018,06/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1QCMGY/yWjAkHc/2CDc8UJ+8VHqVTiVoKU9rwndNS6YCmFIKolrDZN61iBGvt/bW+vuCD3H+GGQtg7PFaUwuIm5htVc/c/in5DgV8CvMR6Sc4ikwYY1xli9CKi3+dBbHikjv70OZcf4fENee+OF4ZM8BDBBpBjW1eqGg4UVKWShJGWD/JzQ1G9+qaZoxEUFIs=
29/agosto/2018,06/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN DE COCAÍNA CON FINES DE COMERCIO EN SU HIPOTESIS DE VENTA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3Rsd48ozqLk372a71a1TO2lCYC2gLkwTBxYQ0vuYsFtBiAnOMEWLudEH7b6bHUyzi4o7733hl61AoDGuFxox0N2BCz3ceRL9YUvMrU/gHMVsIbRsPlE62k8/9lAZDHXtE6bMS8SdggSkr0W7E4SAs7OsRBTE82kQmiYI32EPjQ5e82d0O+T8+C/qAYiPqxCvM=
28/agosto/2018,29/julio/2019,"PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO","DANIEL CORTÉS AGUIRRE(Vocero), MARTHA SILVIA LEAL GARCÍA(Preside), ARTURO CIPRIANO GARZA DE LEÓN(Elabora)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx21ih+fSfutrABeyCuuuBL0BfX/3TMOKcxKf2EqumS5itUISxBRV/SV3OmurIWQb4Mg8KnQeZur/7sN/gozZ1h1L6DV8xXZJU2dQmmmrp9hhG/jHDrXdrt9UF2Gculq6sZXwOGaZzSx1TGpK98tfFLQmdtoFvcM0lxg0QE9M7DF8nG8P5LqBOEPJ8ugvfXiv1I=
28/agosto/2018,25/julio/2019,DELITOS CONTRA LA SALUD NARCOMENUDEO,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTjkHRg+6gLsppZ32XxzrXNepWgkXIndG6lOT0xXQJbbBK1khM9ZQjVjETatQ6aqmzfkMWj5aVV4RW2kXJGeNEMBi9eZh8cGTV5kPKMNqjcsCm1RD7sPBIiYzn8tR9nreMDpz7mCEqqXldatltPJfSLywnAb6OzV3501AVeWWuE26tnPAE+GCCExeeBDBZxOLE=
30/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQSTjxFel8Cg0OcgQxHgB4irJt4Dhr940/J+wPSFUYZpJgnV6cd+ONN60c1ZeDq0szskkcRfnGl4kiDd0VU2gBzE9Jd0Z8JndNq1Eh2xyD9TpyJq1VU0qpGY/nuM902XD2YrssUOSHnJTIA/bMKHN7pbx/vQIJflNQ96WQjtf8RpMDdDGvNLTcvNCB/uwyT69E=
30/agosto/2018,26/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"JOSÉ HUMBERTO DE LEÓN VILLARREAL(Preside), JORGE ANTONIO HERNÁNDEZ TORRES(Vocero), LAURA JANETH VERDÍN BRENIST(Elabora)",CONDENATORIO,CONDENATORIA POR HOMICIDIO EN RIÑA Y CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRFR7VCKZg0sGKa2gh5mGB/ZJlfG5+b/ICIWDv9wrrr3qMSEBO1L+7E7cK255hc8trHVnl4WSP2qatgQmmFwudxmtVPG572GWPWuu2B7TI4EZ+wfBkAMYa7Jqiyx7Ishq51c6AJWQoJdvtsIm+OTs2x3vMF7OUjEeCuTinlyIsUSGBLJ7XFGT0Riqif0kM2un0=
30/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypThOLnuMTwCBpwis5oPKwH3bcy6ROXFLkjBZyWSJ+cpEf1qa/3GcoafEXimMOO9dUF0Pk19RZk1cEq/j/BUOV6LGSy0B9QF72qJ0KjvK+xCzXMXbmnv/ivLe0/h7kXsm0vRVGP2Zxd4h1J7BJn2BAIIUob1IPse/iyXw008aWug+QmEiZF6H1jXbV54+GQNz4I=
30/agosto/2018,05/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE COCAÍNA Y CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE MARIHUANA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRYmCMXb5xNApopLqMEJNNuncWDeOlZ7j/BS+VD5aRhyZ4PXoTuO7oMBA5IGOC3CsYYdTB6iqcb9YKdltYHUPLeycH+xASphRBjVhq1mCH21KChLSLMfe/k7VqPbVV7TtkMjCR4issLghwgiZUIwpD4lMJQDPDvw5zYXhI57zezykvj0saJatzNZXzSRG6eQrQ=
30/agosto/2018,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,"CONTRA LA SALUD, EN SU MODALIDAD DE NARCOMENUDEO, EN SU VARIANTE DE POSESIÓN DE MARIHUANA CON FINES DE COMERCIO, EN SU HIPÓTESIS DE VENTA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3yNBaKPRieUrlAGdviztOxuFr38SG1f0L+1qYYfA0PhxIDYjyqCyhsLR8q1hsf7U7LBc/FBVwEYCcTB8SsaxTiK/tYsNV17QqpXm9HvT07CQvisfNjghUlT/sx2iGB4fsOpNG2sJsDHSLHEZC1z3lFy+nffQBvSBFt9N/nXLLPj5fk741+1m/1cL71CyCFR9Q=
30/agosto/2018,05/julio/2019, ,JULIANA CRUZ GUILLÉN(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1WnGRhTI4LKuBfTqghWjRfkaOugVI/M+1AF3YLEwHVWrxxq8Md4E2cO2w3ADGY8PqLjXevmViIL4NCfJBk/lHGr9G3n6MaFZxY/qg8iL8RBNzuym0gj3Zq9E5rK7nUUsDgIo5S+brbwxtnZZAc/M3qLGaRvLqPc8d6rDstkBTw2bwYm9j8GH+w0Ha0g2XXWfI=
30/agosto/2018,05/julio/2019, ,ARTURO OCTAVIO REYES ARROYO(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1g/fAvZz0ZtotVPiNR8rC3ZX0O/b/docsGdh7FAIkOUdbqR1mWolAG3Ps2u/opgSFcbdrnJzOdN12XN5MHb0PyrXWKB5dOBoQ/mAfLnQXgkIEolf3XL0q8inE52c8rFL+VMpWXWkI3SiHpCtH9rXF1YbHKJ5t3+iIsC0XzpChndhGGVCfVVfSU2EvV3X1VewQ=
30/agosto/2018,06/julio/2019, ,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,"ROBO EJECUTADO CON VIOLENCIA MORAL, SE ABSOLVIÓ DE REPARACIÓN DE DAÑO",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3EXCmr542UQUnPC+h21ey5Ykactp0VkP3Rbr0ro4MOkxDz2L0UPJ6aoDO2m4CpVddQah8Hne7wK+JCdvPD5wlxWpLhJkT5r86jSDvuv+8MO+TL8qZIn4uNhOLF0/9c+8ARPJaWVaqhRvj/iI5iA+oNduHDHxX14UPr8i7SAK1e+FFxkkzTF6ikfi0VYLct+cs=
29/agosto/2018,26/julio/2019,ROBO CON VIOLENCIA,ALFREDO IRAM CÁZARES AYALA(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx32/jcPRa/CcDIGC0wSsNtql90Nr0KbfVYCMJkoYftVfb2BOVBA1somb4Qq39vv4aAr1K3dCB/R2niCD6+6t+T2OFWwCmyVlH2y75kZoQvCRJ75RXEnzQEDtB935dy5L9VYxARCaFL2MoeT+bptcsdzKogbFA5cfJGJjStVmf2SOvirvaYKjt2J0CJDZgH7I5A=
29/agosto/2018,25/julio/2019,ROBO CON VIOLENCIA,SARA PATRICIA BAZALDÚA PIÑA(Elabora),CONDENATORIO,"CONDENATORIA POR UNA CARPETA 6178-2016, ROBO C-V, 364, 367-I Y 371, 3 AÑOS Y 6 MESES DE PRISIÓN CON 40 CUOTAS DE MULTA, ABSUELTO REP DAÑO",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTaVZcYA215TQQ6+niRLe9UAI9ElNIZwgKVwU7FCEUp9oUirnRRoXEKcjHlr693KdDGJ2eau3trx/P6NC8E3jbJpjzLzH5I6aqTpUldzCrBvxw91/wNB9inLyVtCb3zBc+Iz4fYrkzcq36RV7Ikj9BY+852Flf2KoXDiR3twyTvZRjrJNMbC8FphJjqwuAX2kY=
29/agosto/2018,26/julio/2019,DELITOS CONTRA LA SALUD NARCOMENUDEO,ÓSCAR ENRIQUE MEDINA PÉREZ(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTL07havnSGYnkzq6JfP8M+mFpyfNCnbMWJnbc4y+0Hkvoj+RXmXeg8TOu8M5d7GnBsLxqZnSbPYoiIKV4am4v/jjtibya+br5HEGLtyVPtt1EG9w0KBOXWmSmYzc0u7P4IeUIoCSUWyCVWJ2Ckbz3jHUu4CAacly5uLbyTCOMXrtskEyV/NPoo10WqR2AbGuM=
29/agosto/2018,25/julio/2019,ROBO CON VIOLENCIA,MARÍA DEL ROSARIO GARZA ALEJANDRO(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQjms//F0wWZYYUDUyFYVR1FtDNs9Jvr4U+HRxGhsFP0jEdRYuUdOezYKqvTp3zz01ArChY82g7qWSCC2jVYJls3n9j6UIkk9ZDJ/VRaxBRtWUSc9R3+JrBg3vUfNZ1C0JKOoqtkrNQm8b0g3ICxxndh8WxVY7t1TKSe4ETBX5lwE9elNKusO6QMhgmEDSZ0lM=
29/agosto/2018,05/julio/2019, ,ADALBERTO TREJO MORALES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRBpXl5PwMqyO79ap3mkmE2JHommvR4/fgYT+aw5qoMS2bxir366uj3PxH052LyZx7KkLqQ5tqfTj3UFJD+knUplnvj0sG6OwLgEbvIv+CZffPuryVOpqSANQy8H1HvrDVmnzM8YiPWwVAg1MCpSXWQzro5NuFTxQh9EaoBsWw5OsSaGKudEsll/2w4yThptd0=
29/agosto/2018,05/julio/2019, ,ADALBERTO TREJO MORALES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0z6ZDvGYHE7ScOQqMwaO5Wp3RzLpKMiqLnRH8yrG+rm0Y7bzJL9ZU6vc6j4EuB1w6s7nICehOeLtzx+t9p4rAmL5co81gpiKeaodQqdhslwRBLWLul6zlK1OU6Qus0667KVLtAuGZjatv6af/mJaejJzKqXj/YnZ7XJE5NE5imV7tVH90cMQy9xNf3ipKjWp0=
29/agosto/2018,06/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0qrI5Sgwjcg3lQxgzlK6svjI14MRaOdeQznuEHEZD795ILI3w5YfDOGs7ZHrQ5vXH6f0xPWDGnQoi4gHAfbm4yqRln3ukrK3SxaU4Am9Ol06OfQ3FSW9/IEYM9HbjJIP+Jc/f/Cw+mECqUIeWpSmyh4z4evv+5BOdH0ZUGbQUTpa6Aq1y5uH5hrj/uwiSpRBo=
29/agosto/2018,06/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN DE COCAÍNA CON FINES DE COMERCIO EN SU HIPOTESIS DE VENTA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx22c7zruNC9r0SCycO9Y/hBnT4Xed6sMgDMoUEe0Ps9VcgvJxnkJydlD862PfJfIOqLDCHyM9ZrXoeHEe+UGoBMScD5AuwlpJzGX1mPTLqMnEyByzyNo7eIKpv35df8z4SP3yjA2q0pLqUbvGeufeE6vGZcFBJA4dMlnWXQPZymk8dxVau+zStYQuATKxsPJao=
28/agosto/2018,29/julio/2019,"PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO","DANIEL CORTÉS AGUIRRE(Vocero), MARTHA SILVIA LEAL GARCÍA(Preside), ARTURO CIPRIANO GARZA DE LEÓN(Elabora)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3XYPuYTlcIbbiNStFLq9FVf/00g35UUPVJ9SGX5GuuoTMFLJgpUKSbnbyHNX+xtpzVjQtFd98I0Ao9vrR6/W9xBm7B4zl1hr8tqTozzfChLJpF1I4P80bQoyzPoeELqRoS4Zg7Ea1RNNcyXvqkqwDr6YAozqYOdqfWcrudZl1qSZ9vDo69rCfEQdRVkXIVGuM=
